,product_id,category,sub_category_name,product_name,product_brand,img_src,combo
2,1604833402_68644,Snacks & Branded Foods,Snacks & Namkeen,Multigrain Chips - Dahi Papdi Chaat,Too Yumm!,https://www.bigbasket.com/media/uploads/p/mm/1206498_1-too-yumm-multigrain-chips-dahi-papdi-chaat.jpg,"['54 g', '19.00']"
3,1604833402_68644,Snacks & Branded Foods,Snacks & Namkeen,Multigrain Chips - Dahi Papdi Chaat,Too Yumm!,https://www.bigbasket.com/media/uploads/p/mm/1206498_1-too-yumm-multigrain-chips-dahi-papdi-chaat.jpg,"['4x54 g', '76.00']"
4,1604833402_68644,Snacks & Branded Foods,Snacks & Namkeen,Multigrain Chips - Dahi Papdi Chaat,Too Yumm!,https://www.bigbasket.com/media/uploads/p/mm/1206498_1-too-yumm-multigrain-chips-dahi-papdi-chaat.jpg,"['6x28 g', '60.00']"
0,1604833403_98084,Snacks & Branded Foods,Snacks & Namkeen,Masala Oats - Veggie Twist,Saffola,https://www.bigbasket.com/media/uploads/p/mm/40134864_3-saffola-masala-oats-veggie-twist.jpg,"['500 g', '170.00']"
1,1604833403_98084,Snacks & Branded Foods,Snacks & Namkeen,Masala Oats - Veggie Twist,Saffola,https://www.bigbasket.com/media/uploads/p/mm/40134864_3-saffola-masala-oats-veggie-twist.jpg,"['3x500 g', '510.00']"
2,1604833403_98084,Snacks & Branded Foods,Snacks & Namkeen,Masala Oats - Veggie Twist,Saffola,https://www.bigbasket.com/media/uploads/p/mm/40134864_3-saffola-masala-oats-veggie-twist.jpg,"['2x500 g', '340.00']"
3,1604833403_98084,Snacks & Branded Foods,Snacks & Namkeen,Masala Oats - Veggie Twist,Saffola,https://www.bigbasket.com/media/uploads/p/mm/40134864_3-saffola-masala-oats-veggie-twist.jpg,"['1 kg', '349.00']"
4,1604833403_98084,Snacks & Branded Foods,Snacks & Namkeen,Masala Oats - Veggie Twist,Saffola,https://www.bigbasket.com/media/uploads/p/mm/40134864_3-saffola-masala-oats-veggie-twist.jpg,"['5x40 g', '71.25']"
5,1604833403_98084,Snacks & Branded Foods,Snacks & Namkeen,Masala Oats - Veggie Twist,Saffola,https://www.bigbasket.com/media/uploads/p/mm/40134864_3-saffola-masala-oats-veggie-twist.jpg,"['10x40 g', '142.50']"
6,1604833403_98084,Snacks & Branded Foods,Snacks & Namkeen,Masala Oats - Veggie Twist,Saffola,https://www.bigbasket.com/media/uploads/p/mm/40134864_3-saffola-masala-oats-veggie-twist.jpg,"['38 g', '14.25']"
0,1604833405_15204,Snacks & Branded Foods,Snacks & Namkeen,Bikaneri Bhujia,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/30011836_2-bikaji-bikaneri-bhujia.jpg,"['400 g', '108.00']"
1,1604833405_15204,Snacks & Branded Foods,Snacks & Namkeen,Bikaneri Bhujia,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/30011836_2-bikaji-bikaneri-bhujia.jpg,"['1 kg', '270.00']"
2,1604833405_15204,Snacks & Branded Foods,Snacks & Namkeen,Bikaneri Bhujia,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/30011836_2-bikaji-bikaneri-bhujia.jpg,"['200 g', '35.46']"
0,1604833407_32004,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - Ratlami Sev,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/100022493_1-haldirams-namkeen-ratlami-sev.jpg,"['3x150 g', '96.00']"
1,1604833407_32004,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - Ratlami Sev,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/100022493_1-haldirams-namkeen-ratlami-sev.jpg,"['150 g', '32.00']"
0,1604833407_83844,Snacks & Branded Foods,Snacks & Namkeen,Mad Angles - Masala Madness,Bingo,https://www.bigbasket.com/media/uploads/p/mm/1204083_4-bingo-mad-angles-masala-madness.jpg,"['3x72.5 g', '54.00']"
1,1604833407_83844,Snacks & Branded Foods,Snacks & Namkeen,Mad Angles - Masala Madness,Bingo,https://www.bigbasket.com/media/uploads/p/mm/1204083_4-bingo-mad-angles-masala-madness.jpg,"['72.5 g', '20.00']"
2,1604833407_83844,Snacks & Branded Foods,Snacks & Namkeen,Mad Angles - Masala Madness,Bingo,https://www.bigbasket.com/media/uploads/p/mm/1204083_4-bingo-mad-angles-masala-madness.jpg,"['36.5 g', '10.00']"
0,1604833426_95044,Snacks & Branded Foods,Snacks & Namkeen,Tedhe Medhe Namkeens Cocktail Mix,Bingo,https://www.bigbasket.com/media/uploads/p/mm/40200733_2-bingo-tedhe-medhe-namkeens-cocktail-mix.jpg,"['2 x 180 g', '100.00']"
1,1604833426_95044,Snacks & Branded Foods,Snacks & Namkeen,Tedhe Medhe Namkeens Cocktail Mix,Bingo,https://www.bigbasket.com/media/uploads/p/mm/40200733_2-bingo-tedhe-medhe-namkeens-cocktail-mix.jpg,"['3 x 180 g', '150.00']"
2,1604833426_95044,Snacks & Branded Foods,Snacks & Namkeen,Tedhe Medhe Namkeens Cocktail Mix,Bingo,https://www.bigbasket.com/media/uploads/p/mm/40200733_2-bingo-tedhe-medhe-namkeens-cocktail-mix.jpg,"['180 g', '50.00']"
0,1604833427_80164,Snacks & Branded Foods,Snacks & Namkeen,Tedhe Medhe Namkeens Pulse Mix,Bingo,https://www.bigbasket.com/media/uploads/p/mm/40200734_2-bingo-tedhe-medhe-namkeens-pulse-mix.jpg,"['2 x 180 g', '100.00']"
1,1604833427_80164,Snacks & Branded Foods,Snacks & Namkeen,Tedhe Medhe Namkeens Pulse Mix,Bingo,https://www.bigbasket.com/media/uploads/p/mm/40200734_2-bingo-tedhe-medhe-namkeens-pulse-mix.jpg,"['3 x 180 g', '150.00']"
2,1604833427_80164,Snacks & Branded Foods,Snacks & Namkeen,Tedhe Medhe Namkeens Pulse Mix,Bingo,https://www.bigbasket.com/media/uploads/p/mm/40200734_2-bingo-tedhe-medhe-namkeens-pulse-mix.jpg,"['180 g', '50.00']"
0,1604833428_35524,Snacks & Branded Foods,Snacks & Namkeen,Rishtey Shahi Dawat,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/1212365_1-bikaji-rishtey-shahi-dawat.jpg,"['2.25 kg', '486.00']"
1,1604833428_35524,Snacks & Branded Foods,Snacks & Namkeen,Rishtey Shahi Dawat,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/1212365_1-bikaji-rishtey-shahi-dawat.jpg,"['3 x 2.25 kg', '1149.63']"
0,1604833428_64804,Snacks & Branded Foods,Snacks & Namkeen,Rishtey Meetha Bandhan,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/1212364_1-bikaji-rishtey-meetha-bandhan.jpg,"['1.95 kg', '414.00']"
1,1604833428_64804,Snacks & Branded Foods,Snacks & Namkeen,Rishtey Meetha Bandhan,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/1212364_1-bikaji-rishtey-meetha-bandhan.jpg,"['3 x 1.95 kg', '979.32']"
0,1604833436_73284,Snacks & Branded Foods,Snacks & Namkeen,Tedhe Medhe Namkeens Aloo Bhujia,Bingo,https://www.bigbasket.com/media/uploads/p/mm/40200731_2-bingo-tedhe-medhe-namkeens-aloo-bhujia.jpg,"['3 x 200 g', '135.00']"
1,1604833436_73284,Snacks & Branded Foods,Snacks & Namkeen,Tedhe Medhe Namkeens Aloo Bhujia,Bingo,https://www.bigbasket.com/media/uploads/p/mm/40200731_2-bingo-tedhe-medhe-namkeens-aloo-bhujia.jpg,"['200 g', '45.00']"
2,1604833436_73284,Snacks & Branded Foods,Snacks & Namkeen,Tedhe Medhe Namkeens Aloo Bhujia,Bingo,https://www.bigbasket.com/media/uploads/p/mm/40200731_2-bingo-tedhe-medhe-namkeens-aloo-bhujia.jpg,"['2 x 200 g', '90.00']"
0,1604833438_91684,Snacks & Branded Foods,Snacks & Namkeen,Rishtey Picnic,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/1212360_1-bikaji-rishtey-picnic.jpg,"['3 x 770 g', '404.50']"
1,1604833438_91684,Snacks & Branded Foods,Snacks & Namkeen,Rishtey Picnic,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/1212360_1-bikaji-rishtey-picnic.jpg,"['770 g', '171.00']"
0,1604833438_44484,Snacks & Branded Foods,Snacks & Namkeen,Rishtey Thoda Meetha Thoda Namkeen,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/1212361_1-bikaji-rishtey-thoda-meetha-thoda-namkeen.jpg,"['3 x 850 g', '532.24']"
1,1604833438_44484,Snacks & Branded Foods,Snacks & Namkeen,Rishtey Thoda Meetha Thoda Namkeen,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/1212361_1-bikaji-rishtey-thoda-meetha-thoda-namkeen.jpg,"['850 g', '225.00']"
0,1604833439_5764,Snacks & Branded Foods,Snacks & Namkeen,Rishtey Meethe Pal,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/40201333_1-bikaji-rishtey-meethe-pal.jpg,"['3 x 1.18 kg', '877.50']"
1,1604833439_5764,Snacks & Branded Foods,Snacks & Namkeen,Rishtey Meethe Pal,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/40201333_1-bikaji-rishtey-meethe-pal.jpg,"['1.18 kg', '292.50']"
0,1604833440_74244,Snacks & Branded Foods,Snacks & Namkeen,Rishtey Namkeen Dawat,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/1212363_1-bikaji-rishtey-namkeen-dawat.jpg,"['3 x 1.15 kg', '766.42']"
1,1604833440_74244,Snacks & Branded Foods,Snacks & Namkeen,Rishtey Namkeen Dawat,Bikaji,https://www.bigbasket.com/media/uploads/p/mm/1212363_1-bikaji-rishtey-namkeen-dawat.jpg,"['1.15 kg', '324.00']"
0,1604833443_73764,Snacks & Branded Foods,Snacks & Namkeen,Tasty Peanuts,Tasties,https://www.bigbasket.com/media/uploads/p/mm/1209798_1-tasties-tasty-peanuts.jpg,"['3x150 g', '99.00']"
1,1604833443_73764,Snacks & Branded Foods,Snacks & Namkeen,Tasty Peanuts,Tasties,https://www.bigbasket.com/media/uploads/p/mm/1209798_1-tasties-tasty-peanuts.jpg,"['150 g', '33.00']"
2,1604833443_73764,Snacks & Branded Foods,Snacks & Namkeen,Tasty Peanuts,Tasties,https://www.bigbasket.com/media/uploads/p/mm/1209798_1-tasties-tasty-peanuts.jpg,"['6x150 g', '198.00']"
0,1604833443_68164,Snacks & Branded Foods,Snacks & Namkeen,Potato Crisps - Sour Cream and Onion,Pringles,https://www.bigbasket.com/media/uploads/p/mm/1204807_1-pringles-potato-crisps-sour-cream-and-onion.jpg,"['3x110 g', '294.03']"
1,1604833443_68164,Snacks & Branded Foods,Snacks & Namkeen,Potato Crisps - Sour Cream and Onion,Pringles,https://www.bigbasket.com/media/uploads/p/mm/1204807_1-pringles-potato-crisps-sour-cream-and-onion.jpg,"['2x158 g', '520.00']"
0,1604833446_43524,Snacks & Branded Foods,Snacks & Namkeen,Microwave Popcorn - Butter Lover's,ACT II,https://www.bigbasket.com/media/uploads/p/mm/100002999_4-act-ii-microwave-popcorn-butter-lovers.jpg,"['3x33 g', '75.00']"
1,1604833446_43524,Snacks & Branded Foods,Snacks & Namkeen,Microwave Popcorn - Butter Lover's,ACT II,https://www.bigbasket.com/media/uploads/p/mm/100002999_4-act-ii-microwave-popcorn-butter-lovers.jpg,"['33 g', '25.00']"
2,1604833446_43524,Snacks & Branded Foods,Snacks & Namkeen,Microwave Popcorn - Butter Lover's,ACT II,https://www.bigbasket.com/media/uploads/p/mm/100002999_4-act-ii-microwave-popcorn-butter-lovers.jpg,"['3x99 g', '210.00']"
3,1604833446_43524,Snacks & Branded Foods,Snacks & Namkeen,Microwave Popcorn - Butter Lover's,ACT II,https://www.bigbasket.com/media/uploads/p/mm/100002999_4-act-ii-microwave-popcorn-butter-lovers.jpg,"['99 g', '70.00']"
0,1604833446_66724,Snacks & Branded Foods,Snacks & Namkeen,Potato Crisps Pizza flavour,Pringles,https://www.bigbasket.com/media/uploads/p/mm/40127974_3-pringles-potato-crisps-pizza-flavour.jpg,"['2x110 g', '198.00']"
1,1604833446_66724,Snacks & Branded Foods,Snacks & Namkeen,Potato Crisps Pizza flavour,Pringles,https://www.bigbasket.com/media/uploads/p/mm/40127974_3-pringles-potato-crisps-pizza-flavour.jpg,"['3x110g', '297.00']"
2,1604833446_66724,Snacks & Branded Foods,Snacks & Namkeen,Potato Crisps Pizza flavour,Pringles,https://www.bigbasket.com/media/uploads/p/mm/40127974_3-pringles-potato-crisps-pizza-flavour.jpg,"['110g', '99.00']"
0,1604833449_14244,Snacks & Branded Foods,Snacks & Namkeen,Namkeen All In One Mixture,Tasties,https://www.bigbasket.com/media/uploads/p/mm/40115863_9-tasties-namkeen-all-in-one-mixture.jpg,"['150 g', '33.00']"
1,1604833449_14244,Snacks & Branded Foods,Snacks & Namkeen,Namkeen All In One Mixture,Tasties,https://www.bigbasket.com/media/uploads/p/mm/40115863_9-tasties-namkeen-all-in-one-mixture.jpg,"['6x150 g', '198.00']"
2,1604833449_14244,Snacks & Branded Foods,Snacks & Namkeen,Namkeen All In One Mixture,Tasties,https://www.bigbasket.com/media/uploads/p/mm/40115863_9-tasties-namkeen-all-in-one-mixture.jpg,"['3x150 g', '99.00']"
0,1604833450_85764,Snacks & Branded Foods,Snacks & Namkeen,Potato Crisps - Original,Pringles,https://www.bigbasket.com/media/uploads/p/mm/1204073_1-pringles-potato-crisps-original.jpg,"['2x110 g', '198.00']"
1,1604833450_85764,Snacks & Branded Foods,Snacks & Namkeen,Potato Crisps - Original,Pringles,https://www.bigbasket.com/media/uploads/p/mm/1204073_1-pringles-potato-crisps-original.jpg,"['3x110 g', '297.00']"
2,1604833450_85764,Snacks & Branded Foods,Snacks & Namkeen,Potato Crisps - Original,Pringles,https://www.bigbasket.com/media/uploads/p/mm/1204073_1-pringles-potato-crisps-original.jpg,"['110 g', '99.00']"
3,1604833450_85764,Snacks & Branded Foods,Snacks & Namkeen,Potato Crisps - Original,Pringles,https://www.bigbasket.com/media/uploads/p/mm/1204073_1-pringles-potato-crisps-original.jpg,"['161 g', '260.00']"
0,1604833451_57764,Snacks & Branded Foods,Snacks & Namkeen,Microwave Popcorn - Butter,ACT II,https://www.bigbasket.com/media/uploads/p/mm/100132842_5-act-ii-microwave-popcorn-butter.jpg,"['99 g', '70.00']"
1,1604833451_57764,Snacks & Branded Foods,Snacks & Namkeen,Microwave Popcorn - Butter,ACT II,https://www.bigbasket.com/media/uploads/p/mm/100132842_5-act-ii-microwave-popcorn-butter.jpg,"['33 g', '25.00']"
2,1604833451_57764,Snacks & Branded Foods,Snacks & Namkeen,Microwave Popcorn - Butter,ACT II,https://www.bigbasket.com/media/uploads/p/mm/100132842_5-act-ii-microwave-popcorn-butter.jpg,"['3x33 g', '75.00']"
0,1604833452_90244,Snacks & Branded Foods,Snacks & Namkeen,Mad Angles - Tomato Madness,Bingo,https://www.bigbasket.com/media/uploads/p/mm/1204065_5-bingo-mad-angles-tomato-madness.jpg,"['3x72.5 g', '54.00']"
1,1604833452_90244,Snacks & Branded Foods,Snacks & Namkeen,Mad Angles - Tomato Madness,Bingo,https://www.bigbasket.com/media/uploads/p/mm/1204065_5-bingo-mad-angles-tomato-madness.jpg,"['72.5 g', '20.00']"
0,1604833452_55044,Snacks & Branded Foods,Snacks & Namkeen,Karare - Munchy Masala,Too Yumm!,https://www.bigbasket.com/media/uploads/p/mm/1205791_2-too-yumm-karare-munchy-masala.jpg,"['40 g', '10.00']"
1,1604833452_55044,Snacks & Branded Foods,Snacks & Namkeen,Karare - Munchy Masala,Too Yumm!,https://www.bigbasket.com/media/uploads/p/mm/1205791_2-too-yumm-karare-munchy-masala.jpg,"['75 g', '18.00']"
2,1604833452_55044,Snacks & Branded Foods,Snacks & Namkeen,Karare - Munchy Masala,Too Yumm!,https://www.bigbasket.com/media/uploads/p/mm/1205791_2-too-yumm-karare-munchy-masala.jpg,"['6x40 g', '60.00']"
3,1604833452_55044,Snacks & Branded Foods,Snacks & Namkeen,Karare - Munchy Masala,Too Yumm!,https://www.bigbasket.com/media/uploads/p/mm/1205791_2-too-yumm-karare-munchy-masala.jpg,"['3x74 g', '54.00']"
0,1604833454_58244,Snacks & Branded Foods,Snacks & Namkeen,Instant Bhel,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/1203914_1-haldirams-instant-bhel.jpg,"['50 g', '9.90']"
1,1604833454_58244,Snacks & Branded Foods,Snacks & Namkeen,Instant Bhel,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/1203914_1-haldirams-instant-bhel.jpg,"['6x55 g', '59.40']"
0,1604833455_27204,Snacks & Branded Foods,Snacks & Namkeen,1-2-3 Noodles - Veg Masala Flavour,Wai Wai,https://www.bigbasket.com/media/uploads/p/mm/20004319_1-wai-wai-1-2-3-noodles-veg-masala-flavour.jpg,"['6x70 g', '64.80']"
1,1604833455_27204,Snacks & Branded Foods,Snacks & Namkeen,1-2-3 Noodles - Veg Masala Flavour,Wai Wai,https://www.bigbasket.com/media/uploads/p/mm/20004319_1-wai-wai-1-2-3-noodles-veg-masala-flavour.jpg,"['4x70 g', '43.20']"
2,1604833455_27204,Snacks & Branded Foods,Snacks & Namkeen,1-2-3 Noodles - Veg Masala Flavour,Wai Wai,https://www.bigbasket.com/media/uploads/p/mm/20004319_1-wai-wai-1-2-3-noodles-veg-masala-flavour.jpg,"['70 g', '10.80']"
0,1604833456_13764,Snacks & Branded Foods,Snacks & Namkeen,Masala Oats - Masala & Coriander,Saffola,https://www.bigbasket.com/media/uploads/p/mm/293717_5-saffola-masala-oats-masala-coriander.jpg,"['5x39 g', '75.00']"
1,1604833456_13764,Snacks & Branded Foods,Snacks & Namkeen,Masala Oats - Masala & Coriander,Saffola,https://www.bigbasket.com/media/uploads/p/mm/293717_5-saffola-masala-oats-masala-coriander.jpg,"['10x39 g', '150.00']"
2,1604833456_13764,Snacks & Branded Foods,Snacks & Namkeen,Masala Oats - Masala & Coriander,Saffola,https://www.bigbasket.com/media/uploads/p/mm/293717_5-saffola-masala-oats-masala-coriander.jpg,"['38 g', '15.00']"
0,1604833456_30244,Snacks & Branded Foods,Snacks & Namkeen,1-2-3 Noodles - Chicken Flavour,Wai Wai,https://www.bigbasket.com/media/uploads/p/mm/20004318_1-wai-wai-1-2-3-noodles-chicken-flavour.jpg,"['6x70 g', '64.80']"
1,1604833456_30244,Snacks & Branded Foods,Snacks & Namkeen,1-2-3 Noodles - Chicken Flavour,Wai Wai,https://www.bigbasket.com/media/uploads/p/mm/20004318_1-wai-wai-1-2-3-noodles-chicken-flavour.jpg,"['4x70 g', '43.20']"
2,1604833456_30244,Snacks & Branded Foods,Snacks & Namkeen,1-2-3 Noodles - Chicken Flavour,Wai Wai,https://www.bigbasket.com/media/uploads/p/mm/20004318_1-wai-wai-1-2-3-noodles-chicken-flavour.jpg,"['70 g', '10.80']"
0,1604833460_17924,Snacks & Branded Foods,Snacks & Namkeen,Popcorn - Classic Salted,ACT II,https://www.bigbasket.com/media/uploads/p/mm/304511_4-act-ii-popcorn-classic-salted.jpg,"['4x120 g', '125.40']"
1,1604833460_17924,Snacks & Branded Foods,Snacks & Namkeen,Popcorn - Classic Salted,ACT II,https://www.bigbasket.com/media/uploads/p/mm/304511_4-act-ii-popcorn-classic-salted.jpg,"['120 g', '31.35']"
0,1604833464_31844,Snacks & Branded Foods,Snacks & Namkeen,Mixture - Panchratan,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/291244_1-haldirams-mixture-panchratan.jpg,"['2x150 g', '108.90']"
1,1604833464_31844,Snacks & Branded Foods,Snacks & Namkeen,Mixture - Panchratan,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/291244_1-haldirams-mixture-panchratan.jpg,"['150 g', '54.45']"
0,1604833465_19364,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - Masala Kaju,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/264461_1-haldirams-namkeen-masala-kaju.jpg,"['2x35 g', '100.00']"
1,1604833465_19364,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - Masala Kaju,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/264461_1-haldirams-namkeen-masala-kaju.jpg,"['35 g', '50.00']"
0,1604833468_1124,Snacks & Branded Foods,Snacks & Namkeen,Potato Chips - Classic Salted,Lays,https://www.bigbasket.com/media/uploads/p/mm/1208147_6-lays-potato-chips-classic-salted.jpg,"['28 g', '10.00']"
1,1604833468_1124,Snacks & Branded Foods,Snacks & Namkeen,Potato Chips - Classic Salted,Lays,https://www.bigbasket.com/media/uploads/p/mm/1208147_6-lays-potato-chips-classic-salted.jpg,"['2x90 g', '59.50']"
2,1604833468_1124,Snacks & Branded Foods,Snacks & Namkeen,Potato Chips - Classic Salted,Lays,https://www.bigbasket.com/media/uploads/p/mm/1208147_6-lays-potato-chips-classic-salted.jpg,"['3x52 g', '60.00']"
3,1604833468_1124,Snacks & Branded Foods,Snacks & Namkeen,Potato Chips - Classic Salted,Lays,https://www.bigbasket.com/media/uploads/p/mm/1208147_6-lays-potato-chips-classic-salted.jpg,"['52 g', '20.00']"
4,1604833468_1124,Snacks & Branded Foods,Snacks & Namkeen,Potato Chips - Classic Salted,Lays,https://www.bigbasket.com/media/uploads/p/mm/1208147_6-lays-potato-chips-classic-salted.jpg,"['90 g', '35.00']"
0,1604833469_76644,Snacks & Branded Foods,Snacks & Namkeen,Smiles Crispy - Happy Potatoes,McCain,https://www.bigbasket.com/media/uploads/p/mm/40016991_5-mccain-smiles-crispy-happy-potatoes.jpg,"['1.25 kg', '246.50']"
1,1604833469_76644,Snacks & Branded Foods,Snacks & Namkeen,Smiles Crispy - Happy Potatoes,McCain,https://www.bigbasket.com/media/uploads/p/mm/40016991_5-mccain-smiles-crispy-happy-potatoes.jpg,"['175 g', '49.00']"
2,1604833469_76644,Snacks & Branded Foods,Snacks & Namkeen,Smiles Crispy - Happy Potatoes,McCain,https://www.bigbasket.com/media/uploads/p/mm/40016991_5-mccain-smiles-crispy-happy-potatoes.jpg,"['750 g', '185.00']"
0,1604833470_73604,Snacks & Branded Foods,Snacks & Namkeen,Mixture,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/1201909_1-haldirams-mixture.jpg,"['350 g', '65.00']"
1,1604833470_73604,Snacks & Branded Foods,Snacks & Namkeen,Mixture,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/1201909_1-haldirams-mixture.jpg,"['2x350 g', '130.00']"
0,1604833471_28004,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - Chilli Chatka,Kurkure,https://www.bigbasket.com/media/uploads/p/mm/40068079_2-kurkure-namkeen-chilli-chatka.jpg,"['6x45 g', '60.00']"
1,1604833471_28004,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - Chilli Chatka,Kurkure,https://www.bigbasket.com/media/uploads/p/mm/40068079_2-kurkure-namkeen-chilli-chatka.jpg,"['3x90 g', '60.00']"
2,1604833471_28004,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - Chilli Chatka,Kurkure,https://www.bigbasket.com/media/uploads/p/mm/40068079_2-kurkure-namkeen-chilli-chatka.jpg,"['45 g', '10.00']"
3,1604833471_28004,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - Chilli Chatka,Kurkure,https://www.bigbasket.com/media/uploads/p/mm/40068079_2-kurkure-namkeen-chilli-chatka.jpg,"['90 g', '20.00']"
4,1604833471_28004,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - Chilli Chatka,Kurkure,https://www.bigbasket.com/media/uploads/p/mm/40068079_2-kurkure-namkeen-chilli-chatka.jpg,"['21.5 g', '5.00']"
0,1604833473_39684,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - All in One,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/101263_3-haldirams-namkeen-all-in-one.jpg,"['200 g', '47.00']"
1,1604833473_39684,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - All in One,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/101263_3-haldirams-namkeen-all-in-one.jpg,"['2x150 g', '94.00']"
2,1604833473_39684,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - All in One,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/101263_3-haldirams-namkeen-all-in-one.jpg,"['3x150 g', '141.00']"
3,1604833473_39684,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - All in One,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/101263_3-haldirams-namkeen-all-in-one.jpg,"['400 g', '90.00']"
0,1604833474_7364,Snacks & Branded Foods,Snacks & Namkeen,Nacho Tortilla Chips - Cheese Flavour,Doritos,https://www.bigbasket.com/media/uploads/p/mm/1208173_4-doritos-nacho-tortilla-chips-cheese-flavour.jpg,"['2x44 g', '40.00']"
1,1604833474_7364,Snacks & Branded Foods,Snacks & Namkeen,Nacho Tortilla Chips - Cheese Flavour,Doritos,https://www.bigbasket.com/media/uploads/p/mm/1208173_4-doritos-nacho-tortilla-chips-cheese-flavour.jpg,"['25 g', '10.00']"
2,1604833474_7364,Snacks & Branded Foods,Snacks & Namkeen,Nacho Tortilla Chips - Cheese Flavour,Doritos,https://www.bigbasket.com/media/uploads/p/mm/1208173_4-doritos-nacho-tortilla-chips-cheese-flavour.jpg,"['44 g', '20.00']"
3,1604833474_7364,Snacks & Branded Foods,Snacks & Namkeen,Nacho Tortilla Chips - Cheese Flavour,Doritos,https://www.bigbasket.com/media/uploads/p/mm/1208173_4-doritos-nacho-tortilla-chips-cheese-flavour.jpg,"['75 g', '34.65']"
4,1604833474_7364,Snacks & Branded Foods,Snacks & Namkeen,Nacho Tortilla Chips - Cheese Flavour,Doritos,https://www.bigbasket.com/media/uploads/p/mm/1208173_4-doritos-nacho-tortilla-chips-cheese-flavour.jpg,"['2x75 g', '58.91']"
0,1604833475_30564,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - Phalhari Chiwda,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/20002973_2-haldirams-namkeen-phalhari-chiwda.jpg,"['150 g', '30.00']"
1,1604833475_30564,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - Phalhari Chiwda,Haldirams,https://www.bigbasket.com/media/uploads/p/mm/20002973_2-haldirams-namkeen-phalhari-chiwda.jpg,"['50 g', '10.00']"
0,1604833476_4964,Snacks & Branded Foods,Snacks & Namkeen,Instant Popcorn - Tomato Chilli,ACT II,https://www.bigbasket.com/media/uploads/p/mm/100203766_2-act-ii-instant-popcorn-tomato-chilli.jpg,"['3x59 g', '90.00']"
1,1604833476_4964,Snacks & Branded Foods,Snacks & Namkeen,Instant Popcorn - Tomato Chilli,ACT II,https://www.bigbasket.com/media/uploads/p/mm/100203766_2-act-ii-instant-popcorn-tomato-chilli.jpg,"['6x59 g', '180.00']"
2,1604833476_4964,Snacks & Branded Foods,Snacks & Namkeen,Instant Popcorn - Tomato Chilli,ACT II,https://www.bigbasket.com/media/uploads/p/mm/100203766_2-act-ii-instant-popcorn-tomato-chilli.jpg,"['59 g', '30.00']"
0,1604833480_5764,Snacks & Branded Foods,Snacks & Namkeen,Instant Popcorn - Chilly Surprise,ACT II,https://www.bigbasket.com/media/uploads/p/mm/189224_3-act-ii-instant-popcorn-chilly-surprise.jpg,"['30 + 10 gm Free', '10.00']"
1,1604833480_5764,Snacks & Branded Foods,Snacks & Namkeen,Instant Popcorn - Chilly Surprise,ACT II,https://www.bigbasket.com/media/uploads/p/mm/189224_3-act-ii-instant-popcorn-chilly-surprise.jpg,"['3x30 g', '30.00']"
